Small Unit Installation Postcode,Previous Years (2001-2020) - Installations Quantity,Previous Years (2001-2020) - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Jun 2021 - Installations Quantity,Jun 2021 - SGU Rated Output In kW,Jul 2021 - Installations Quantity,Jul 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Jan 2022- Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022- Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022- Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022- Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022- Installations Quantity,May 2022 - SGU Rated Output In kW,June 2022- Installations Quantity,June 2022 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2583,673,3395.687,1,6.6,4,24.68,5,57.6,5,40.14,11,75.42,5,37.16,3,20.11,9,75.62,3,20.72,6,134.37,2,16.65,9,64.46,1,9.75,11,89.92,8,82.005,3,21,3,28,0,0,762,4199.922
2585,20,142.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31.01,0,0,1,7.02,0,0,0,0,1,13,0,0,24,193.29
2587,508,2986.272,2,18.48,6,45.94,5,46.27,5,46.56,14,154.405,7,52.83,12,90.48,2,19.24,6,63.64,6,51.06,7,49.61,1,5.85,3,19.98,0,0,4,42.62,3,23,3,25,0,0,594,3741.187
2601,25,1208.295,0,0,0,0,4,188.71,0,0,0,0,0,0,1,33.3,1,59.85,0,0,0,0,0,0,1,6.66,0,0,1,19.89,0,0,1,40,0,0,0,0,34,1556.305
2616,9,63.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63.085
2618,206,1607.37,3,122.1,5,39.9,2,18.24,3,36.4,2,24.64,4,49.54,9,82.875,0,0,4,45.33,3,26.64,5,57.46,3,27.8,0,0,2,25.04,7,67,1,13,0,0,0,0,259,2243.535
2624,4,48.92,0,0,0,0,0,0,1,12.87,1,7.4,0,0,0,0,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75.82
2625,4,110.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.24,0,0,0,0,0,0,0,0,0,0,0,0,5,119.63
2626,67,309.13,2,13.2,1,9.62,0,0,0,0,2,12.285,0,0,0,0,1,6.16,1,6.66,2,18.13,2,17.06,3,33.27,1,9.99,1,6.24,0,0,0,0,1,6,0,0,84,448.145
2628,265,1420.74,0,0,6,36.33,4,32.36,11,84.98,1,39.6,3,19.15,3,22.8,2,13,2,8.88,4,27.02,5,48.55,3,15.47,2,15.9,2,19.24,1,1.56,4,33,2,14,0,0,320,1851.96
2629,82,451.685,2,103.6,1,19.24,3,16.67,2,13.17,0,0,0,0,1,16.28,2,12.76,3,19.89,2,13.32,0,0,1,6.66,0,0,1,6.545,2,11.1,0,0,0,0,0,0,102,690.92
2631,68,266.095,1,3.3,2,19.96,2,19.86,0,0,0,0,1,6.66,0,0,1,20.075,1,3.195,0,0,2,16.83,4,32.46,0,0,1,10.14,0,0,0,0,1,6,0,0,84,404.975
2633,37,164.41,0,0,0,0,0,0,1,6.93,0,0,0,0,1,6.66,2,14.58,0,0,0,0,0,0,0,0,2,11.55,0,0,0,0,0,0,0,0,0,0,43,204.13
2645,84,507.85,1,1.375,1,6.29,0,0,1,4.44,1,5.18,0,0,7,53.01,4,26.58,0,0,3,33.3,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,103,644.655
2649,5,22.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24.15
2651,178,1075.74,3,22.45,2,13.26,7,37.89,2,12.52,4,28.78,3,17.36,4,22.32,1,4.225,7,50.34,5,27.56,0,0,0,0,2,12.92,4,26.52,5,33.745,5,34,2,10,0,0,234,1429.96
2652,645,3632.027,5,39.755,8,69.48,11,105.46,11,76.555,8,51.415,8,52.335,9,110.345,9,76.5,6,34.47,9,63.15,9,72.25,10,109.87,3,29.11,7,52.96,6,41.445,6,81,12,105,0,0,782,4803.207
2655,240,1278.694,0,0,4,42.08,2,17.01,0,0,0,0,1,6.66,3,36.705,0,0,2,13.32,5,43.37,3,22.3,1,8.8,0,0,2,16.06,4,19.76,1,6,0,0,0,0,268,1511.159
2656,216,1184.471,2,12.58,1,9.9,3,24.97,4,27.51,2,13.32,9,61.26,2,14.8,2,12.58,2,11.55,4,29.15,9,74.55,1,8.47,1,6.66,1,6.24,1,9.36,0,0,2,11,0,0,262,1518.841
2660,305,1911.718,1,9.9,5,35.79,8,54.655,2,16.49,4,23.62,1,58.08,1,6.66,1,7.8,2,37.62,2,13.32,1,10.14,3,19.09,3,19.24,1,0.39,0,0,1,10,0,0,0,0,341,2234.873
2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,6.4
2668,63,276.225,0,0,0,0,1,6.66,0,0,0,0,2,18.5,0,0,0,0,1,7.4,0,0,0,0,3,23.84,0,0,0,0,0,0,0,0,2,10,0,0,72,342.985
2669,220,1287.523,3,23.68,1,13.32,2,28.86,5,31.79,6,44.805,5,43.66,1,3.7,3,30.875,6,57.655,1,16.8,4,24.65,4,26.58,7,52.86,1,3.12,0,0,1,10,0,0,0,0,270,1700.238
2672,271,2054.165,3,50.23,0,0,0,0,0,0,5,148.61,27,192.76,2,39.6,3,37,2,14.43,3,58.44,3,23.215,0,0,0,0,3,18.13,3,33.3,2,17,0,0,0,0,327,2686.68
2675,220,2498.72,1,24.42,5,119.06,1,13.32,3,20.56,2,36.58,3,20.3,1,9.9,5,56.27,0,0,0,0,5,57.715,0,0,3,19.95,2,15.46,19,82.815,4,21,2,18,0,0,276,3013.68
2678,1,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.6
2681,226,1795.85,0,0,0,0,1,6.66,4,64.94,3,40.6,1,22.2,8,87.72,3,70.52,3,30.28,1,6.57,4,51.27,1,6.6,1,6.545,2,18.245,1,4.68,1,7,0,0,0,0,260,2219.34
2702,125,536.638,1,5.18,1,8.14,0,0,1,6.66,8,51.8,8,52.68,4,19.95,0,0,1,6.63,1,9.36,2,17.39,3,16.93,0,0,2,11.84,1,7.41,0,0,1,8,0,0,159,758.408
2703,105,636.323,2,13.32,2,13.23,1,33.3,2,17.06,0,0,1,6.66,0,0,0,0,0,0,1,6.6,0,0,1,6.66,2,16.66,2,26.12,2,17.76,0,0,0,0,0,0,121,793.693
2712,259,1721.93,2,23.4,3,19.83,3,36.51,6,133.19,5,43.1,1,19.98,5,30.92,6,53.1,7,45.88,11,82.89,9,65.83,4,77.12,1,8.14,3,22.2,2,16.22,0,0,1,4,0,0,328,2403.94
2715,186,1159.483,1,31.45,0,0,3,49.95,1,6.66,2,26.64,4,40.4,5,35.52,0,0,0,0,2,15.3,1,6.63,2,76.83,0,0,0,0,2,31.84,0,0,0,0,0,0,209,1480.703
2716,233,1330.965,0,0,2,13.51,7,41.235,1,6.66,3,23.22,6,52.66,3,21.24,2,13.99,6,52.51,2,13.32,10,72.97,3,30.07,0,0,0,0,3,29.85,1,7,0,0,0,0,282,1708.86
2721,26,161.61,0,0,0,0,0,0,0,0,0,0,0,0,1,3.96,0,0,0,0,1,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,175.47
2725,48,201.405,0,0,2,13.2,0,0,1,3.96,2,16.5,1,6.66,1,10.56,0,0,1,7.77,1,6.29,1,6.6,0,0,0,0,1,13.26,1,5.92,1,11,3,16,0,0,64,319.135
2726,52,368.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,1,5.92,0,0,1,7,0,0,0,0,55,388.127
2727,50,360.208,0,0,0,0,1,6.6,1,6.6,2,13.26,0,0,0,0,0,0,0,0,0,0,0,0,2,16.65,0,0,1,5.85,1,13.32,0,0,1,7,0,0,59,429.118
2730,217,1197.465,10,44.65,2,8.58,1,6.6,3,19.54,4,28.13,1,10.36,2,13.93,0,0,3,43.65,3,22.41,3,23.68,2,12.9,0,0,4,46.08,0,0,2,10,4,15,0,0,261,1503.085
2733,105,702.81,0,0,0,0,2,11.94,1,6.6,0,0,0,0,1,11.1,1,6.66,1,13.32,1,10.36,0,0,3,25.9,0,0,0,0,0,0,1,11,1,10,0,0,117,809.59
2734,50,750.365,1,9.2,0,0,1,11.84,0,0,2,20.72,1,13.32,0,0,2,18.26,3,33.02,1,10.53,1,10.36,2,25.16,0,0,1,10,0,0,0,0,0,0,0,0,65,912.775
2735,76,501.845,0,0,1,3.7,0,0,0,0,0,0,0,0,0,0,1,9.68,0,0,1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,522.425
2736,59,611.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.24,2,17.44,0,0,1,19.24,0,0,0,0,1,2.96,0,0,0,0,2,46,0,0,66,705.865
2751,8,37.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37.747
2791,48,326.465,0,0,0,0,1,10.73,2,10.22,0,0,0,0,0,0,1,3.51,0,0,2,14.43,0,0,1,19.98,0,0,0,0,3,45.93,0,0,0,0,0,0,58,431.265
2792,50,398.921,1,5.94,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,1,10.26,0,0,0,0,0,0,0,0,5,35.88,1,6.63,0,0,0,0,0,0,59,464.291
2793,177,776.161,0,0,0,0,4,30.46,2,11.46,3,26.25,5,39.24,6,38.97,1,6.63,1,6.555,0,0,0,0,3,20.265,0,0,0,0,3,19.5,2,23,2,17,0,0,209,1014.981
2797,59,289.625,0,0,1,13.32,2,13.23,1,12.96,0,0,0,0,0,0,1,7.4,1,10.36,0,0,0,0,0,0,0,0,3,21.06,2,18.36,0,0,0,0,0,0,70,386.315
2803,61,587.962,0,0,4,40.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.77,0,0,1,6.66,0,0,1,3.9,1,6.63,0,0,0,0,0,0,69,653.832
2805,55,295.493,0,0,0,0,1,6.66,1,10.36,0,0,1,5.18,1,6.72,0,0,0,0,0,0,0,0,0,0,1,11.7,0,0,0,0,0,0,0,0,0,0,60,336.113
2807,75,313.881,0,0,0,0,2,13.32,4,26.64,0,0,4,29.91,1,3.3,1,3.7,1,8.88,1,6.66,0,0,3,17.76,1,10.36,2,14.8,0,0,2,17,0,0,0,0,97,466.011
2808,35,161.455,0,0,1,6.48,0,0,1,6.66,3,22.76,0,0,1,6.63,0,0,0,0,0,0,0,0,1,5.6,1,3.7,1,6.4,0,0,0,0,1,3,0,0,45,222.765
2817,31,163.085,0,0,0,0,1,6.66,2,19.98,1,9.25,1,3.7,0,0,3,18.5,1,12.6,0,0,0,0,1,6.6,0,0,0,0,1,6.66,1,9,0,0,0,0,43,256.285
2821,1015,5353.565,1,60.39,25,115.835,9,41.37,8,83.115,13,83.81,6,38.28,4,29.41,7,35.8,1,3.7,3,30.51,1,10.36,2,12.15,5,35.52,4,34.77,6,36.285,2,13,3,14,0,0,1115,6031.615
2822,32,292.86,0,0,1,13.32,1,6.66,0,0,1,10.5,2,16.28,0,0,0,0,1,6.66,2,26.08,5,52.11,0,0,0,0,1,10.36,0,0,0,0,0,0,0,0,46,434.83
2825,399,2242.085,1,6.3,0,0,1,19.24,6,34.065,32,145.91,0,0,5,35.89,1,7.4,0,0,0,0,3,17.9,1,13.26,1,6.66,2,10.36,0,0,1,7,0,0,0,0,453,2545.73
2826,37,210.03,0,0,0,0,0,0,2,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,40,236.67
2828,159,962.8,3,19.92,0,0,0,0,2,20.35,4,43.53,3,12.54,2,33.12,2,12.475,0,0,2,11.55,0,0,0,0,29,137.78,0,0,0,0,1,10,0,0,0,0,207,1264.425
2829,583,3138.004,10,49.37,6,29.545,4,67.87,12,70.35,5,47.385,35,127.99,7,37.22,7,34.32,2,52.92,4,41.35,2,9.62,14,88.65,41,182.83,13,66.97,6,39.81,15,107,5,26,0,0,771,4216.714
2831,529,2193.815,4,31.5,3,25.2,2,12.58,6,56.4,3,17.28,5,19.11,3,10.78,2,19.81,1,3.85,0,0,0,0,3,19.18,3,16.185,4,30.33,2,14.85,1,10,3,15,0,0,574,2495.69
2832,430,2251.465,1,10.23,2,26.64,0,0,0,0,2,13.32,41,453.14,10,52.67,2,19.98,3,35.56,2,22.2,0,0,4,75.33,0,0,1,6.63,38,275.28,39,224,0,0,0,0,575,3466.195
2833,154,655.375,0,0,1,6.66,2,12.58,1,7.03,0,0,2,13.32,0,0,1,12.21,0,0,0,0,0,0,0,0,0,0,1,13.26,44,235.76,0,0,1,13,0,0,207,969.515
2834,535,1965,2,22.93,0,0,1,13.32,5,56.24,0,0,2,13.38,83,400.71,5,39.9,3,19.83,4,26.17,4,78.66,0,0,0,0,0,0,7,41.44,3,29,1,6,0,0,655,2712.89
2838,10,109.41,0,0,14,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.72,3,17.76,44,258.26,4,32.56,2,27,0,0,0,0,78,529.55
2840,628,3510.789,1,6.6,0,0,3,39.7,6,39.22,1,6.65,4,33.88,4,49.01,0,0,0,0,3,43.57,24,127.65,2,16.28,0,0,33,177.12,29,158.33,3,25,4,36,0,0,745,4269.939
2842,139,611.735,2,13.2,3,14.43,1,24.42,3,31.08,4,30.33,1,10.12,4,31.545,1,6.66,2,12.87,0,0,1,6.63,4,25.16,2,19.92,1,9.25,4,26.4,5,40,2,11,0,0,179,924.75
2844,270,1386.75,2,13.2,7,50.26,5,52.17,1,6.6,4,33.29,8,72.49,2,17.02,0,0,1,10.36,1,13.32,0,0,4,25.79,2,13.29,1,5.18,0,0,5,43,0,0,0,0,313,1743.01
2846,64,211.065,0,0,4,30.42,0,0,0,0,0,0,0,0,0,0,1,5.85,0,0,2,14.195,2,17.29,1,8.14,0,0,0,0,2,16.38,1,8,2,9,0,0,79,319.88
2848,176,919.259,2,13.215,4,29.88,0,0,2,13.26,1,13.32,1,10.8,3,21.83,0,0,1,7.92,1,33.15,0,0,2,13.32,0,0,3,15.54,4,25.45,6,42,1,10,0,0,207,1168.774
2849,292,1472.689,4,21,1,5.4,4,23.12,3,28.32,4,37.14,2,12.84,2,17.56,0,0,2,15.69,1,10.95,4,31.35,8,70.75,1,6.29,1,6,4,31.16,2,13,2,19,0,0,337,1823.009
2852,489,2908.174,4,26.4,6,43.93,8,69.94,12,89.1,7,50.94,11,91.25,4,30.6,4,36.72,1,7.77,4,36.49,5,36.2,7,66.42,4,26.61,5,43.74,2,19.98,5,80,2,17,0,0,580,3680.854
2865,207,993.755,2,13.25,0,0,0,0,1,10.5,1,3.3,2,13.32,2,13.32,0,0,1,6.66,2,15.91,2,13.32,3,22.91,1,5.18,0,0,0,0,1,10,0,0,0,0,225,1121.415
2866,402,2348.737,3,16.62,2,24.56,4,34.18,6,45,6,56.08,3,33.82,2,20.67,4,33.52,3,19.53,4,45.2,4,60.17,11,146.87,3,20.19,8,63.65,2,13.73,2,15,4,31,0,0,473,3027.777
2867,110,601.641,1,6.65,0,0,0,0,0,0,0,0,2,46.62,0,0,0,0,0,0,1,6.93,1,8.19,1,4.62,2,13.32,2,13.32,0,0,0,0,0,0,0,0,120,701.291
2869,264,1441.711,0,0,0,0,3,28.06,3,9.9,1,6.65,3,18.59,3,19.91,0,0,3,21.42,2,9.69,1,6.66,4,31.44,1,6.66,4,32.71,9,46.12,2,20,0,0,0,0,303,1699.501
2873,150,778.2,2,25.9,1,6.27,1,25.9,1,10.73,1,6.66,3,41.44,0,0,0,0,0,0,0,0,1,7.77,0,0,0,0,1,5.18,0,0,0,0,0,0,0,0,161,908.05
2878,54,258.96,1,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61.42,0,0,16,90,1,10,0,0,77,425.46
2879,211,1084.175,0,0,2,21.09,5,51.8,3,25.53,3,23.68,1,13.32,3,21.09,7,35.15,1,5.28,0,0,3,35.72,8,78.42,0,0,0,0,1,6.66,0,0,2,13,0,0,250,1415.235
2898,41,155.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.8,0,0,0,0,0,0,0,0,0,0,0,0,42,163.693
2899,545,1654.2,0,0,0,0,0,0,0,0,0,0,1,35.7,1,3.3,0,0,1,7.77,0,0,0,0,1,7.4,0,0,2,25.9,0,0,0,0,0,0,0,0,551,1734.27
2901,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
3000,58,1151.606,1,8.25,1,12.48,1,30.55,0,0,1,62.67,1,30.36,2,71.87,3,144.58,0,0,2,13.41,1,18.9,2,108.48,0,0,0,0,1,31.24,1,4,0,0,0,0,75,1688.466
3002,65,493.514,1,5.67,0,0,2,107.4,0,0,2,10.17,0,0,0,0,0,0,1,5.18,2,16.38,0,0,0,0,1,12.58,0,0,0,0,1,5,0,0,0,0,75,656.074
3003,90,1099.49,0,0,2,17.16,0,0,1,99.9,1,2.96,0,0,2,29.67,0,0,1,29.88,0,0,3,59.63,2,45.97,0,0,0,0,0,0,0,0,0,0,0,0,102,1384.66
3004,16,344.61,0,0,0,0,0,0,0,0,0,0,1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,346.21
3006,27,712.4,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,3,221.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,942.2
3008,90,1057.365,0,0,1,6.6,1,19.8,0,0,1,7.65,0,0,0,0,2,111.37,0,0,1,12.76,0,0,3,222.75,0,0,0,0,1,7.8,0,0,0,0,0,0,100,1446.095
3011,781,4133.879,6,35.8,5,60.62,10,48.95,8,42.07,8,102.29,14,180.04,14,144.57,6,44.59,4,56.02,7,48.59,14,149.56,12,198,5,31.09,5,24.37,12,73.385,8,55,4,20,0,0,923,5448.714
3016,902,4142.713,10,72.89,10,64.25,13,95.815,3,12.33,9,62.83,36,131.54,15,103.59,3,30.65,7,51.045,8,52.175,15,98.435,6,39.555,9,61.805,7,68.94,7,63.335,8,79,35,116,0,0,1103,5346.948
3018,1093,5378.384,11,64.53,15,99.105,14,179.1,9,150.92,11,85.19,5,127.31,10,77.065,8,66.455,18,86.16,8,87.015,8,77.485,14,234.69,1,3.12,10,59.595,9,155.235,8,82,8,87,0,0,1260,7100.634
3019,450,2421.285,10,50.17,10,52.42,15,160.9,11,74.09,9,72.33,7,45.81,7,38.21,9,49.47,2,69.48,5,24.42,9,58.92,6,39.47,0,0,6,39.96,14,70.86,4,15,3,9,0,0,577,3292.195
3027,806,3679.315,17,107.25,13,94.2,23,153.375,17,103.345,3,19.98,15,96.88,11,83.63,15,103.34,12,77.64,11,77.61,16,105.06,10,68.82,5,36.66,10,73.4,9,59.415,11,82,5,36,0,0,1009,5057.59
3044,1290,5278.406,11,60.76,19,118.145,14,111.45,14,89.39,12,73.6,17,114.415,14,81.11,9,44.46,8,43.63,12,77.275,23,148.07,15,120.155,10,72.175,10,77.85,5,44.55,8,57,10,78,0,0,1501,6690.776
3045,7,393.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.7,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,9,520.87
3049,644,2906.339,13,96.21,9,61.37,16,106.37,8,49.09,4,22.03,10,101.66,6,43.8,9,68.365,4,24.4,9,70.64,8,72.53,6,47.65,3,20.885,5,36.22,12,85.82,6,41,3,66,0,0,775,3920.404
3052,102,1113.854,0,0,1,26.1,0,0,2,10.36,4,25.32,0,0,0,0,0,0,0,0,0,0,2,34.68,4,42.72,2,11.03,2,21.44,0,0,1,40,1,7,0,0,121,1332.524
3053,121,1005.393,0,0,1,38.595,1,26.1,0,0,1,3.7,0,0,0,0,0,0,1,11.1,2,6.875,0,0,1,36,0,0,2,68.97,0,0,1,7,0,0,0,0,131,1203.533
3055,600,2282.395,7,39.455,6,35.68,9,59.38,5,32.455,8,48.6,1,11.47,9,51.85,4,21.685,1,20.7,5,34.905,13,69.72,3,18.07,4,20.46,5,29.84,3,15.96,4,26,0,0,0,0,687,2818.205
3062,40,1325.73,0,0,0,0,3,119.57,2,142.2,0,0,2,138.6,0,0,1,6.4,4,163.15,1,99.36,0,0,4,143.01,0,0,1,17.94,0,0,3,15,1,20,0,0,62,2191.35
3063,65,431.695,0,0,2,22.44,4,61.63,1,9.99,0,0,0,0,0,0,2,29.97,0,0,1,20.02,1,10.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,586.305
3065,240,1133.645,1,1.48,1,6.615,4,28.97,1,5.92,2,11.04,2,11.92,3,26.7,1,2.46,2,7.91,1,3.28,1,6.66,0,0,1,6.6,2,11.55,2,18.5,1,6,1,6,0,0,266,1294.77
3066,177,1141.172,0,0,2,7.4,2,9.99,1,3.7,3,123.38,1,51.15,0,0,0,0,4,30.075,0,0,4,26.34,2,11.49,0,0,2,43.345,1,8.1,4,81,3,34,0,0,206,1570.727
3067,188,1320.073,2,10.175,0,0,3,105.48,3,15.62,2,5.54,3,14.42,2,15.45,2,12.945,0,0,1,11.1,2,22.2,4,23.53,1,4.8,2,12.035,2,8.74,0,0,1,7,0,0,218,1588.768
3071,987,4597.142,6,36.15,18,104.09,21,130.08,19,103.86,17,97.93,21,119.9,14,86.025,15,125.21,7,49.28,8,57.83,10,86.54,11,81.59,7,47.075,7,35.38,16,113.735,7,49,0,0,0,0,1191,5921.137
3078,821,3904.522,10,96.46,10,61.99,18,113.57,11,61.35,12,65.645,6,29,5,42.31,5,67.89,4,31.99,9,72.69,13,165.04,11,190.33,4,22.83,8,60.155,4,32.44,5,34,9,84,0,0,965,5136.062
3081,688,4061.524,14,86.39,11,89.95,17,110.995,14,54.57,21,82.14,10,51.98,10,90.04,15,97.615,8,60.165,6,56.93,10,181.32,6,57.29,5,24.9,11,66.61,8,68.57,6,33,10,71,0,0,870,5344.914
3091,188,1258.505,1,3.3,5,62.41,6,56.85,3,33.61,1,9.99,2,16.62,3,22.51,2,19.79,2,23.12,1,16.94,0,0,0,0,2,16.25,0,0,2,24.2,0,0,1,8,0,0,219,1572.455
3093,261,1539.332,1,6.6,2,81.93,2,12.155,3,25.84,0,0,2,16.66,9,72.03,1,19.5,3,20.55,4,46.115,1,28.08,4,31.42,2,17.58,1,6.66,4,41.01,1,14,5,68,0,0,306,2046.662
3097,170,924.351,2,13.32,0,0,3,24.86,3,36.85,1,8.2,1,11.22,3,34.59,5,63.895,2,10.33,2,16.65,3,26.58,2,22.32,1,13.32,1,6.66,1,13.28,0,0,1,8,0,0,201,1234.226
3103,688,3286.317,10,112.87,7,55.04,14,95.68,16,117.7,6,42.375,12,74.25,10,72.91,4,38.59,2,16.56,7,58.255,13,99.235,20,108.33,7,48.3,14,93.27,11,74.77,5,40,5,30,0,0,851,4464.892
3105,607,2699.959,7,50.2,9,55.74,13,99.42,8,53.135,8,52.19,5,32.19,9,63.895,4,25.47,8,68.6,6,50.21,14,101.11,8,69.3,0,0,10,75.68,7,53.52,4,33,6,39,0,0,733,3623.269
3115,343,1834.08,4,22.56,0,0,3,23.25,4,36.895,4,38.55,8,81.85,3,26.82,4,33.55,1,6.63,4,59.615,3,26.39,2,14.02,1,16,4,55.35,7,104.33,3,22,1,12,0,0,399,2414.2
3123,417,2069.79,3,35.13,4,30.84,10,83.04,9,114.86,9,109.67,0,0,5,53.69,4,27.52,7,74.785,5,27.385,10,61.865,6,53.115,1,5.92,6,75.09,9,65.77,6,40,4,35,0,0,515,2963.19
3124,938,4507.577,10,73.965,18,103.68,18,141.765,22,142.445,8,79.05,8,57.99,12,102.765,10,79.75,4,33.48,12,78.485,12,82.02,23,111.675,7,50.3,14,120.135,9,74.96,5,37,8,65,0,0,1138,5941.747
3126,313,1674,3,26.63,6,50.12,14,123.47,2,13.32,5,132.89,5,30.365,2,12.93,2,17.34,3,19.705,3,19.97,3,22.11,4,58.39,1,9.99,4,21.69,2,17.16,1,7,4,38,0,0,377,2294.95
3139,1510,8240.067,12,81.385,13,103.08,25,341.31,17,237.03,10,113.595,11,129.99,5,35.63,8,71.85,11,103.165,10,79.65,13,134.35,13,98.75,1,14.4,11,74.08,8,67.54,9,70,10,81,0,0,1697,10076.742
3141,264,1375.525,0,0,2,10.89,1,4.44,2,21.68,4,29.77,5,49.5,5,30.99,3,19.215,1,5.72,2,13.32,7,47.92,5,36.06,5,61.65,2,11.345,1,5.85,1,3,1,7,0,0,311,1734.405
3142,259,2020.234,3,23.95,4,15.035,2,18.29,5,33.79,4,40.65,2,9.96,4,37.09,4,48.1,1,13.6,3,49.07,4,29.07,6,67.22,0,0,1,6.66,5,56.81,3,19,1,11,0,0,311,2499.414
3143,234,1276.467,1,3.65,3,29.675,2,15.425,1,12.95,0,0,3,19.32,3,25.105,2,15.48,3,53.41,4,21.87,1,20.35,5,34.75,1,6.24,6,42.37,0,0,0,0,3,17,0,0,272,1593.918
3144,388,2262.433,1,6.66,5,42.05,6,44.11,7,34.725,3,21.51,1,7.665,6,95.88,3,31.67,3,28.24,7,46.235,5,41.05,2,19.11,1,6.63,2,17.95,0,0,3,35,1,11,0,0,444,2751.678
3151,703,2884.243,17,91.7,46,147.68,11,63.8,11,74.68,4,25.53,19,94.65,51,224.08,10,50.97,8,57.96,4,30.38,7,48.97,13,105.67,4,27.95,8,65.4,20,97.65,4,29,6,49,0,0,946,4168.793
3154,341,1390.21,3,19.91,5,37.23,6,41.8,2,13.25,3,23.16,7,50.125,3,19.83,3,16.275,2,13.32,7,38.578,2,13.3,2,19.11,0,0,2,13.1,1,8.88,5,41,1,7,0,0,395,1765.543
3158,435,1893.139,4,28.79,4,30.16,10,79.25,4,23.67,5,49.32,7,46.36,5,40.14,6,49.29,3,15.26,6,43.53,6,58.62,6,43.975,5,35.77,5,42.802,4,27.61,1,7,1,8,0,0,517,2522.266
3159,189,792.12,2,10.59,0,0,3,21.12,3,16.64,5,40.64,2,11.94,4,25.99,1,13.32,3,22.86,3,20.09,3,23.65,2,19.93,2,16.65,0,0,0,0,0,0,3,27,0,0,225,1062.55
3164,20,543.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,543.56
3176,1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.1
