Solar Water Heater (SWH) - Solar,,,,,,,,,,,,,,,,,,,,,,,,,,
Data as at 28/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,May 2020 - Installations Quantity,Jun 2020 - Installations Quantity,Jul 2020 - Installations Quantity,Aug 2020 - Installations Quantity,Sep 2020 - Installations Quantity,Oct 2020 - Installations Quantity,Nov 2020 - Installations Quantity,Dec 2020 - Installations Quantity,Installations Quantity Total
3165,1127,13,8,16,14,11,7,8,10,13,4,12,11,9,9,8,12,2,6,11,7,7,0,8,19,1352
3166,429,1,5,0,6,7,5,4,12,2,8,5,4,5,0,11,2,2,6,3,1,3,1,2,3,527
3167,142,2,1,2,1,1,1,0,1,0,1,0,1,2,0,4,0,3,1,0,0,1,2,2,0,168
3168,499,1,3,17,3,2,2,4,10,2,3,2,6,3,6,8,2,4,8,8,0,0,2,0,0,595
3169,252,0,0,21,21,10,1,2,1,1,1,1,2,0,1,0,2,0,2,0,7,0,1,0,3,329
3170,393,3,0,3,1,4,7,3,2,0,1,0,2,1,2,5,6,2,1,3,4,0,1,4,0,448
3171,394,2,2,2,3,4,1,1,0,0,4,16,3,4,5,4,2,2,0,3,4,3,2,2,1,464
3172,162,1,1,1,2,2,1,1,1,4,2,2,1,2,1,0,2,0,1,4,0,1,0,2,2,196
3173,2404,6,9,11,18,22,36,19,19,19,5,9,8,1,4,7,5,5,12,4,9,8,5,8,5,2658
3174,433,15,9,1,3,11,1,20,8,2,2,9,4,11,44,1,8,2,8,2,13,4,1,1,0,613
3175,847,0,2,3,0,6,4,0,4,3,7,2,2,0,8,11,1,1,0,0,3,0,2,2,2,910
3176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
3177,144,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,2,1,1,0,1,1,0,0,156
3178,468,1,2,1,1,6,17,2,18,7,5,14,0,3,24,10,4,8,6,1,4,12,15,1,2,632
3179,91,0,0,1,0,0,1,0,2,1,1,1,0,0,0,2,3,0,0,1,0,0,0,0,0,104
3180,162,1,1,5,1,1,1,1,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,1,180
3181,104,0,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,116
3182,129,0,0,0,0,1,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,140
3183,153,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,166
3184,108,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,117
3185,121,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,3,131
3186,353,0,0,1,0,4,4,0,3,1,4,1,1,0,1,3,2,2,1,0,1,1,1,1,0,385
3187,347,2,2,3,1,7,1,2,3,1,1,4,0,3,1,0,0,6,0,3,0,3,4,2,2,398
3188,333,0,0,1,2,0,2,2,1,1,3,1,2,1,0,5,2,1,0,1,2,2,0,2,9,373
3189,93,0,0,1,2,0,0,1,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,103
3190,198,0,4,1,2,0,0,2,4,0,1,0,2,1,5,0,2,0,0,2,0,3,1,0,0,228
3191,169,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,180
3192,581,4,6,4,1,10,5,4,1,3,4,2,2,3,4,2,0,1,6,3,2,1,2,1,3,655
3193,405,2,2,0,3,5,4,5,1,3,1,2,3,1,3,1,5,3,1,2,1,1,1,2,1,458
3194,249,1,2,0,1,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,4,264
3195,759,2,2,0,2,1,2,6,5,1,3,4,6,1,2,2,1,2,6,2,1,2,1,2,5,820
3196,576,1,3,4,0,5,0,3,1,2,3,6,4,1,4,8,1,1,1,3,0,0,4,0,1,632
3197,159,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,167
3198,229,1,1,0,0,5,2,0,3,0,5,3,2,0,3,1,0,0,7,0,0,0,0,0,0,262
3199,619,0,0,0,4,1,0,6,0,1,2,2,1,0,2,0,2,1,2,3,1,2,0,2,0,651
3200,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27
3201,691,5,11,12,10,7,5,3,8,8,3,7,6,3,3,4,3,7,5,21,7,16,2,1,2,850
3202,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
3204,888,4,8,6,6,19,6,7,11,6,7,8,5,5,10,8,4,4,5,6,7,3,1,12,3,1049
3205,103,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,113
3206,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105
3207,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,116
3208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3211,76,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,79
3212,1476,14,17,15,13,11,11,10,18,8,5,2,3,1,8,9,14,11,8,15,23,8,11,14,12,1737
3213,81,2,8,4,7,7,3,9,10,6,2,8,4,3,2,3,6,28,8,4,6,7,2,3,2,225
3214,760,3,0,2,1,2,3,4,1,6,4,3,7,6,3,6,8,4,4,11,2,4,1,2,4,851
3215,814,6,3,1,6,8,3,0,3,5,4,4,4,4,1,5,3,4,2,6,6,8,4,2,0,906
3216,2702,5,18,7,6,5,12,16,16,10,7,15,7,7,19,11,9,7,13,11,8,21,14,18,14,2978
3217,2498,31,46,46,39,72,64,64,61,65,53,55,46,38,58,57,39,32,39,62,42,52,64,68,40,3731
3218,426,3,2,5,6,4,12,11,9,14,14,9,3,5,5,4,4,15,11,18,21,17,7,13,17,655
3219,516,0,0,0,2,3,0,2,1,0,0,1,14,0,0,0,1,0,4,0,1,5,3,0,8,561
3220,421,2,0,2,1,6,0,0,2,1,3,0,0,2,1,1,3,1,2,1,1,2,2,1,2,457
3221,327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,329
3222,1597,28,38,29,23,32,23,22,19,17,30,20,11,16,12,12,13,16,22,24,27,20,19,15,8,2093
3223,908,5,11,13,19,11,13,16,19,19,19,20,11,7,25,25,18,18,14,9,18,18,15,8,8,1267
3224,1468,3,3,2,2,3,1,1,4,2,4,2,11,0,0,1,3,2,0,1,0,0,0,0,0,1513
3225,277,1,3,1,1,7,5,1,4,5,5,2,0,2,2,5,4,2,1,4,4,11,4,3,3,357
3226,1318,8,15,21,19,18,11,21,12,11,20,10,11,6,14,14,11,12,5,5,17,11,3,7,4,1604
3227,463,0,3,0,0,1,0,0,0,0,3,2,3,0,2,1,0,0,1,0,1,0,0,2,0,482
3228,1726,13,19,22,21,30,10,19,30,21,31,26,24,21,19,19,22,23,17,20,18,13,8,15,19,2206
3230,177,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,186
3231,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105
3232,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
3233,140,0,1,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,148
3234,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
3235,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3236,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
3237,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3238,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3239,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3240,139,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,3,2,0,1,1,155
3241,278,3,5,4,7,5,4,1,4,0,3,3,1,6,7,3,2,4,1,2,0,3,1,1,2,350
3242,55,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,59
3243,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,27
3249,155,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160
3250,741,1,7,6,9,8,9,6,4,3,1,3,1,0,3,3,1,5,3,1,2,1,2,2,5,827
3251,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,36
3253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3254,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3260,158,0,1,2,0,0,1,0,0,0,0,2,1,0,2,1,1,0,0,3,0,1,0,1,1,175
3264,64,0,0,0,1,1,1,1,2,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,76
3265,93,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,103
3266,69,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,78
3267,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3268,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,86
3269,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27
3270,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,29
3271,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3272,52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,56
3273,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3274,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3275,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26
3276,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3277,50,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,54
3278,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3279,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16
3280,1223,2,7,9,6,9,8,7,7,7,10,4,8,2,4,7,12,7,8,12,11,6,18,9,4,1407
3281,89,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,93
3282,136,0,2,2,0,1,0,1,0,0,0,3,2,1,0,2,1,0,0,0,0,2,1,0,1,155
3283,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,74
3284,182,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,191
3285,58,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
3286,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
3287,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3289,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
3292,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3293,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3294,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,37
3300,252,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,2,0,1,1,0,3,269
3301,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,58
3302,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3303,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
3304,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
3305,530,1,2,1,4,1,4,1,2,0,0,1,0,0,3,1,1,2,2,1,2,0,3,3,0,565
3306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3309,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3310,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3311,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
3312,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3314,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3315,49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51
3317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3318,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
3319,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3321,204,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,210
3322,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
3323,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3324,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3325,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3328,269,3,1,1,2,2,1,2,1,2,2,1,4,2,2,1,2,3,2,1,2,3,3,6,5,323
3329,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27
3330,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3331,1129,10,3,11,8,11,6,5,6,7,3,2,8,4,7,2,4,6,4,2,2,4,4,2,4,1254
3332,134,0,0,1,1,0,2,1,0,2,0,0,2,1,0,0,1,0,1,0,4,2,2,0,1,155
3333,49,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,58
3334,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3335,2177,13,13,18,12,33,23,17,27,15,17,32,32,20,27,45,47,50,51,60,71,72,59,62,55,3048
3336,350,17,39,52,44,47,51,57,53,60,50,28,33,18,34,32,20,21,29,46,57,82,56,67,50,1393
3337,3487,14,40,30,28,22,27,20,23,18,32,25,16,21,20,16,13,7,13,12,9,8,13,19,12,3945
3338,3108,21,29,33,38,56,44,59,78,62,94,76,51,59,69,74,85,79,76,71,72,74,61,53,55,4577
3340,1988,9,16,28,28,51,32,48,51,21,34,33,16,10,18,21,25,30,28,21,31,31,24,30,21,2645
3341,139,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,144
3342,270,1,1,0,1,0,1,2,0,0,0,0,2,0,0,0,3,2,0,1,0,4,4,3,2,297
3345,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,57
3350,2609,13,29,21,17,23,22,25,21,26,21,34,21,15,23,22,24,20,18,20,27,33,21,17,14,3136
3351,433,0,1,6,4,6,0,2,3,1,4,4,1,1,5,6,6,5,5,5,3,0,3,3,1,508
3352,1079,7,14,14,3,17,9,10,9,11,14,11,8,9,8,6,12,3,5,6,7,10,6,6,2,1286
3353,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3355,334,3,0,6,3,3,1,4,11,0,1,1,0,1,1,0,3,0,0,0,0,1,0,0,0,373
3356,1135,2,7,4,3,5,3,6,9,4,7,8,6,3,3,4,0,4,4,4,3,3,2,2,2,1233
3357,196,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,1,1,1,0,0,206
3358,84,6,5,7,9,4,5,7,20,16,10,25,12,15,8,14,10,7,10,8,5,7,8,9,7,318
3360,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,44
3361,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3363,166,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,174
3364,163,1,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,1,1,0,2,3,0,0,179
3370,90,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,96
3371,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
3373,91,0,1,1,2,1,0,2,1,1,0,0,1,1,1,3,0,0,3,0,1,0,0,1,0,111
3374,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3375,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3377,256,0,1,1,0,0,0,1,0,4,3,1,1,0,0,0,1,3,1,1,1,1,2,0,1,279
3378,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3379,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3380,152,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,160
3381,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,91
3384,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
3385,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3387,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3388,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21
3390,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36
3391,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3392,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3393,84,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88
3395,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,27
3396,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3399,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3400,813,2,2,4,4,0,4,3,2,1,0,1,1,1,2,3,3,6,4,2,4,2,1,0,1,866
3401,232,0,0,0,1,0,2,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,2,246
3402,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3407,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17
3409,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3412,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3413,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3414,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,103
3415,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3418,129,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,137
3419,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,50
3420,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3423,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3424,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
3427,621,8,23,32,13,29,17,20,10,13,21,21,13,14,15,20,6,10,8,9,7,5,5,6,7,953
3428,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3429,1936,9,11,14,18,23,21,34,26,15,62,26,14,3,13,13,13,16,13,11,10,14,17,14,27,2373
3430,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3431,286,1,1,1,2,0,1,2,2,2,1,3,1,0,0,4,3,5,1,0,0,3,6,0,13,338
3432,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3433,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3434,407,5,7,9,5,11,5,1,5,3,6,6,3,2,5,9,3,2,2,5,5,6,1,1,4,518
3435,232,0,0,0,1,0,1,0,3,3,0,1,0,1,1,1,0,0,0,2,1,4,3,2,0,256
3437,907,8,4,7,7,9,6,14,10,5,8,4,3,2,0,7,1,2,3,2,5,2,4,2,2,1024
3438,116,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,125
3440,56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,60
3441,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3442,489,1,4,5,2,1,4,2,0,1,5,0,3,1,3,2,3,4,4,1,1,2,11,3,0,552
3444,570,2,1,2,3,3,1,1,2,2,1,3,3,1,2,2,0,2,4,1,1,5,1,0,0,613
3446,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,71
3447,32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3448,63,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,70
3450,356,1,0,0,1,0,0,6,2,0,0,3,4,0,2,0,0,0,0,3,0,0,0,1,0,379
3451,316,2,3,3,3,7,2,4,9,4,9,7,1,2,3,1,2,7,2,3,0,4,3,1,3,401
3453,141,0,0,0,1,1,0,1,1,2,1,1,0,3,0,0,0,0,0,2,2,1,2,1,0,160
3458,153,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,164
3460,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,98
3461,220,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,228
3462,71,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2,0,0,1,2,1,84
3463,201,0,1,0,0,0,0,0,0,0,0,1,3,0,0,2,1,2,0,0,3,0,1,0,0,215
3464,46,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3465,240,0,1,0,1,1,0,4,0,0,0,0,1,1,4,7,0,3,3,2,2,2,1,3,5,281
3467,62,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64
3468,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3469,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
3472,54,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,61
3475,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3477,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26
3478,131,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,137
3480,67,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3482,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3483,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
3485,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3489,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3490,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3494,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0,30
3496,410,0,3,0,0,0,1,2,2,1,1,0,0,0,0,0,1,1,3,2,2,4,4,1,0,438
3498,294,0,0,0,0,2,0,1,2,1,3,2,2,1,2,0,0,1,2,1,1,0,3,4,3,325
3499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3500,2300,4,11,4,1,9,9,11,5,7,11,7,3,1,6,6,10,12,8,6,3,5,6,7,11,2463
